,AwardID,Group,Region,"Claim Type 1: Breach of Contract,Breach of Implied Contract",Claim Type 2: QuasiContractual Claims,Claim Type 3: Breach of Fiduciary Duty,Claim Type 4: Negligence,Claim Type 5: Failure to Supervise/Negligent Supervision,Claim Type 6: Fraud,Claim Type 7: Unjust Enrichment,Claim Type 8: Suitability or Unsuitability,Claim Type 9: Misrepresentation,Claim Type 10: Unauthorized Trading,Claim Type 11: Churning,Claim Type 12: Failure to Execute,Claim Type 13: Breach of Promissory Note,Claim Type 14: Conversion 1,Claim Type 15: Violation of Securities Laws/Regulations,Claim Type 16: Employment Related Claims,Claim Type 17: Other,Length of Case,Winner
8331,09-05898,Group 3: One Attorney,West,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,627.0,Claimant
8332,10-02818,Group 2: One Non-Attorney,West,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,377.0,Claimant
8333,10-05242,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,Claimant
8334,10-01695,Group 3: One Attorney,South,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,444.0,Respondent
8335,10-03249,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,349.0,Claimant
8336,09-03967,Group 2: One Non-Attorney,Midwest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.0,Claimant
8337,10-04211,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,284.0,Claimant
8338,10-02664,Group 3: One Attorney,Northeast,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,382.0,Respondent
8339,10-02723,Group 3: One Attorney,,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,382.0,Respondent
8341,10-01142,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.0,Claimant
8342,10-03241,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,344.0,Claimant
8343,10-05274,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.0,Claimant
8344,10-00882,Group 3: One Attorney,Northeast,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,485.0,Respondent
8347,10-02369,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.0,Claimant
8348,09-00286,Group 3: One Attorney,Northeast,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,885.0,Claimant
8349,10-05001,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.0,Claimant
8350,10-05232,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0,Claimant
8351,09-06762,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,569.0,Claimant
8352,10-01344,Group 3: One Attorney,Northeast,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,458.0,Claimant
8353,09-01975,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,805.0,Claimant
8354,11-00101,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,Claimant
8356,10-00477,Group 2: One Non-Attorney,West,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512.0,Claimant
8357,09-02713,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.0,Claimant
8358,09-00567,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,828.0,Claimant
8360,10-04090,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,282.0,Claimant
8362,10-00497,Group 1: Pro Se,South,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,506.0,Respondent
8363,08-04914,Group 3: One Attorney,Midwest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,915.0,Claimant
8364,09-06258,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,Claimant
8365,09-04663,Group 1: Pro Se,South,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,684.0,Respondent
8366,10-01502,Group 3: One Attorney,Midwest,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,452.0,Claimant
8367,10-02976,Group 2: One Non-Attorney,South,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,363.0,Respondent
8368,09-03932,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.0,Respondent
8369,09-05428,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0,Claimant
8370,10-01982,Group 3: One Attorney,Midwest,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,424.0,Claimant
8371,10-05428,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0,Claimant
8372,11-00048,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,Claimant
8373,11-00385,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,Respondent
8374,10-05147,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,Claimant
8376,10-01490,Group 3: One Attorney,South,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,451.0,Respondent
8377,10-01032,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.0,Claimant
8379,09-06212,Group 2: One Non-Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.0,Claimant
8380,10-04644,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,Claimant
8381,10-05254,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0,Claimant
8382,10-05675,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,Claimant
8383,10-05734,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,Claimant
8384,10-05558,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0,Respondent
8385,09-06496,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.0,Respondent
8386,10-03913,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,Respondent
8387,11-00587,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.0,Claimant
8388,10-05057,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0,Respondent
8389,08-04763,Group 2: One Non-Attorney,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,919.0,Respondent
8390,09-06859,Group 3: One Attorney,South,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,570.0,Respondent
8391,10-01893,Group 3: One Attorney,South,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,421.0,Claimant
8392,10-02159,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,407.0,Claimant
8393,09-06203,Group 3: One Attorney,South,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,598.0,Claimant
8394,11-00061,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,Respondent
8395,10-03192,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.0,Claimant
8396,09-03809,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.0,Claimant
8397,09-00880,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.0,Claimant
8398,10-02648,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.0,Claimant
8399,10-03819,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,Respondent
8400,10-03465,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,320.0,Claimant
8401,10-03436,Group 3: One Attorney,Midwest,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,322.0,Claimant
8402,10-03883,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0,Respondent
8403,10-01900,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.0,Claimant
8406,09-02964,Group 3: One Attorney,Northeast,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,756.0,Claimant
8407,11-00548,Group 3: One Attorney,South,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,126.0,Claimant
8408,09-04799,Group 3: One Attorney,South,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672.0,Claimant
8409,10-04675,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,Claimant
8410,10-03086,Group 3: One Attorney,West,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,348.0,Respondent
8411,11-00400,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,Claimant
8412,10-02538,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0,Claimant
8413,10-04000,Group 3: One Attorney,South,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,276.0,Claimant
8414,10-01149,Group 2: One Non-Attorney,West,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,458.0,Respondent
8415,10-00381,Group 3: One Attorney,South,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,506.0,Respondent
8416,10-01885,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.0,Claimant
8418,10-02367,Group 3: One Attorney,Midwest,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,392.0,Claimant
8419,08-04039,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.0,Claimant
8422,09-06505,Group 3: One Attorney,Midwest,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,574.0,Claimant
8423,10-00270,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.0,Claimant
8424,09-04936,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.0,Claimant
8425,10-04454,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.0,Respondent
8426,10-00361,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,500.0,Claimant
8427,09-07044,Group 3: One Attorney,Northeast,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,539.0,Claimant
8428,09-01121,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.0,Claimant
8429,10-02272,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.0,Claimant
8430,10-04017,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0,Claimant
8431,11-00645,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0,Claimant
8432,10-05209,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0,Claimant
8433,10-04508,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,Respondent
8434,09-03429,Group 3: One Attorney,Midwest,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,733.0,Claimant
8436,10-05259,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0,Claimant
8437,10-04844,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0,Claimant
8439,10-01953,Group 3: One Attorney,Northeast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,412.0,Respondent
8440,09-05623,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,617.0,Claimant
8441,10-04627,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.0,Claimant
8442,08-03635,Group 3: One Attorney,Northeast,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,974.0,Respondent
8443,10-04755,Group 1: Pro Se,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0,Claimant
8444,09-05181,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,641.0,Claimant
8445,09-04679,Group 3: One Attorney,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,670.0,Claimant
8447,11-00329,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,Claimant
8449,09-04506,Group 3: One Attorney,Midwest,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,678.0,Claimant
8450,10-04053,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.0,Claimant
8452,10-03757,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,291.0,Claimant
8455,10-05041,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,Claimant
8458,10-03756,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.0,Claimant
8459,10-02638,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.0,Claimant
8461,10-00693,Group 1: Pro Se,South,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,476.0,Claimant
8462,10-05519,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,Respondent
8463,10-03433,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.0,Claimant
8464,10-00943,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,461.0,Claimant
8465,10-02266,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.0,Claimant
8466,10-05461,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180.0,Claimant
8467,10-03782,Group 3: One Attorney,South,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0,Claimant
8468,10-04842,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,Claimant
8469,11-00202,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138.0,Claimant
8470,10-05617,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,Claimant
8471,09-07226,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.0,Claimant
8472,09-05894,Group 3: One Attorney,South,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,595.0,Respondent
8473,10-01972,Group 3: One Attorney,South,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,399.0,Claimant
8475,10-04549,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,Claimant
8476,09-06905,Group 3: One Attorney,Northeast,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,520.0,Claimant
8477,10-00784,Group 3: One Attorney,Northeast,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,463.0,Claimant
8478,09-04063,Group 3: One Attorney,South,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,696.0,Respondent
8479,10-01398,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.0,Claimant
8481,10-05005,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0,Claimant
8483,09-01369,Group 1: Pro Se,West,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,808.0,Claimant
8484,10-01145,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.0,Claimant
8485,09-00017,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.0,Claimant
8486,09-05049,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.0,Claimant
8487,10-05139,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,Claimant
8488,10-04827,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,Claimant
8490,09-02155,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,769.0,Respondent
8491,10-03312,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.0,Respondent
8492,10-02308,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.0,Claimant
8493,11-00514,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,Claimant
8495,11-00224,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,Claimant
8496,09-05377,Group 3: One Attorney,West,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,618.0,Claimant
8497,09-06234,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.0,Respondent
8498,10-02613,Group 2: One Non-Attorney,South,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,358.0,Claimant
8499,09-06263,Group 3: One Attorney,Northeast,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,573.0,Claimant
8500,10-03475,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.0,Claimant
8501,08-03810,Group 3: One Attorney,Northeast,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1224.0,Respondent
8502,09-01276,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,810.0,Claimant
8503,05-00015,Group 3: One Attorney,Northeast,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2333.0,Claimant
8504,09-03961,Group 3: One Attorney,Northeast,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,694.0,Claimant
8505,08-01969,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1057.0,Claimant
8506,09-05503,Group 3: One Attorney,South,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,610.0,Claimant
8507,10-01881,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0,Claimant
8508,10-01606,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.0,Claimant
8509,10-02766,Group 3: One Attorney,West,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,347.0,Claimant
8510,09-04660,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.0,Respondent
8511,09-05994,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.0,Claimant
8512,10-04643,Group 1: Pro Se,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0,Claimant
8513,10-01081,Group 3: One Attorney,South,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,445.0,Claimant
8514,08-01566,Group 4: Multiple Representatives,South,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1103.0,Claimant
8515,10-03054,Group 2: One Non-Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0,Claimant
8516,10-05162,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,Claimant
8517,09-05497,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.0,Claimant
8518,09-07149,Group 3: One Attorney,South,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,517.0,Claimant
8519,09-07255,Group 3: One Attorney,South,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,507.0,Respondent
8520,09-06644,Group 2: One Non-Attorney,West,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,546.0,Respondent
8521,09-05685,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.0,Claimant
8522,10-03330,Group 3: One Attorney,Northeast,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,303.0,Respondent
8523,10-04307,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.0,Claimant
8524,10-05043,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,Claimant
8525,10-04891,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,Claimant
8526,10-05357,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0,Claimant
8527,10-03733,Group 1: Pro Se,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,Respondent
8528,09-06951,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.0,Claimant
8529,11-00049,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135.0,Claimant
8530,10-05045,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,Claimant
8531,10-02651,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.0,Claimant
8532,10-02460,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,Claimant
8533,09-04453,Group 3: One Attorney,Northeast,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,660.0,Claimant
8534,09-07121,Group 3: One Attorney,South,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0,Claimant
8535,10-00008,Group 3: One Attorney,South,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,504.0,Claimant
8536,09-06016,Group 3: One Attorney,South,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,576.0,Respondent
8537,09-06544,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,547.0,Claimant
8538,10-01650,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.0,Claimant
8539,11-00406,Group 3: One Attorney,Midwest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,Claimant
8540,10-02310,Group 3: One Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Claimant
8541,10-01147,Group 2: One Non-Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,Claimant
8542,09-05785,Group 3: One Attorney,Northeast,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,587.0,Claimant
8544,10-02344,Group 1: Pro Se,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,368.0,Claimant
8545,10-01332,Group 2: One Non-Attorney,Midwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.0,Claimant
8548,10-03122,Group 1: Pro Se,South,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,309.0,Claimant
8549,10-02831,Group 3: One Attorney,West,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,331.0,Claimant
8550,09-07122,Group 3: One Attorney,South,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,505.0,Claimant
8551,10-01111,Group 3: One Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,432.0,Claimant
8552,10-01020,Group 2: One Non-Attorney,Northeast,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,433.0,Claimant
8553,10-04198,Group 3: One Attorney,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.0,Claimant
8554,08-03790,Group 3: One Attorney,Northeast,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,936.0,Claimant
8555,10-00550,Group 2: One Non-Attorney,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.0,Claimant
8556,10-02919,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.0,Claimant
8557,10-03266,Group 3: One Attorney,South,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,300.0,Respondent
8558,09-05174,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.0,Claimant
8559,10-02162,Group 3: One Attorney,South,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,370.0,Claimant
8560,10-01112,Group 3: One Attorney,Northeast,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,428.0,Respondent
8561,10-02564,Group 3: One Attorney,South,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,347.0,Claimant
8562,09-05257,Group 3: One Attorney,Midwest,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,607.0,Claimant
8563,09-01289,Group 3: One Attorney,South,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.0,Claimant
8564,10-03177,Group 3: One Attorney,South,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,301.0,Claimant
8565,10-04548,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,Claimant
8566,10-05132,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,Claimant
8567,10-00752,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.0,Respondent
8568,09-04108,Group 3: One Attorney,West,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,669.0,Claimant
8569,10-02435,Group 3: One Attorney,South,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,355.0,Claimant
